@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'1166,YOU HAVE GOT TO BE 💩IN’ ME 😳 The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics onU46X5MmN\r\n',NonHS
'1167,\"\"\"Negative perceptions of the impact have not generated significant hostility toward the refugees. Many Jordanians continue to sympathize with the refugees and to support policies that would assist them.Â \"\" fuqK6np7jM\"\r\n',NonHS
'1168,The Times Strains to Credit France’s #WorldCup Victory to Immigration AH9bbTisQb\r\n',NonHS
'1169,Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon K476ZaKtQb\r\n',NonHS
'1171,iAOhhxi8d0Libya rejects EU centers.Europe must also reject asylum centers on territoryðŸ‘‰nothing but “back-door�? scheme for endless “relocation�? to EU.  Only centers in EU should be for detainment to prevent migrant roaming/make deportation easier.#V4 #Visegrad 9RlM9xyLwi\r\n',NonHS
'1172,they are too busy blaming immigrants for all their ills to see its the bankers and the establishment thats screwing them. also they still deludedly believe that britannia rules waves yqT1sJewFQ\r\n',NonHS
'1174,Libyan Red Crescent recover 17 migrant bodies near Tripoli GLXqNELZJ5\r\n',NonHS
'1175,\"For refugees in #Sudan, fears surround probe into UN resettlement fraud: kSyjgECKzO (@irinnews) #WithRefugees @tyrusmaina @Refugees @nyamoriv @imaana102\"\r\n',NonHS
'1178,\"Inspired by everything from perceptual psychology to hip-hop, @Baruch_Weissman ​alumnus @ZeehanWazed (\'13) made his creative passions a reality despite the hardships he went through as a child of immigrant parents. Full story here: VSCC0gFAdX  #BeBaruch #BaruchPride\"\r\n',NonHS
'1180,Immigrant GI booted out of Army at Fort Sam RPuCgljUzB\r\n',NonHS
'1181,Are you or a loved one an immigrant who has not yet investigated citizenship? Visit our informational session... lfEsFqn3IH\r\n',NonHS
'1182,\"[NEW POST]Merkel promised the German people that she would not just hand Greeks money as she does with the refugee, no, she would make them pay dearly for allowing Goldman Sachs to structure deals to get them in the Eurozone. Indeed, she has kept her word ln1wFedtZQ XLCoqT1K9S\"\r\n',NonHS
'1186,Illegal immigrant deported 5 times from US sentenced for third DUI CHXfXkwayx\r\n',NonHS
'1189,\"Nine people killed in booby-trapped house in Mosul, once back from refugee camp WLFAJuFc6j\"\r\n',NonHS
'1191,I arrived in #england in late 60’s. At the time #indian accent was a butt of many jokes and palyed out in TV comedies. So pleased to hear at #Westham tube announcement  from a fellow immigrant from #nigeria witout anyone batting an eyelid. We have come far.\r\n',NonHS
'1193,#ACTNOW! #USA #EB5 #EB5Visa #Immigrant #Foreign #Investor #Visa Program Laws ARE Changing! $500k #Investment. Payment plans available. Use #bitcoin #ether #cryptocurrency. Become a US Citizen! Visit us at wHkC35kGrX. Contact us TODAY at gbibuildingco@outlook.com. RT sr85K6gF2P\r\n',NonHS
'1194,\"“The companies that really want to have a global impact need to understand cultural differences,�? aVFGp3o8wR\"\r\n',NonHS
'1195,New Jersey included $2.1 million in FY2019 budget for deportation legal defense. This is a crucial first step in ensuring that immigrant families across the state have the power to fight their cases in court. #DueProcess4All OnedvVzEeQ\r\n',NonHS
'1196,Nude sunbathers stunned as migrants storm beach... AXYN8C63L9 6efWDRnYxs\r\n',NonHS
'1198,Twelve migrant laborers die in Italian road crash I5KU7xA739 KOMHQW13A4\r\n',NonHS
'1199,#African migrants living in #Russia play #soccer on Red Square  #Russia2018  #Red_SquareBMzEWoAKzX aAzJ7FFWTO\r\n',NonHS
'1201,\"ðŸ‘_x008f_ Halima Aden @Kinglimaa is a refugee from Somalia ðŸ‡¸ðŸ‡´ who found safety in Kakuma camp, Kenya ðŸ‡°ðŸ‡ª, then a new home + life in the United States ðŸ‡ºðŸ‡¸This is her story as told to @TeenVogue, including her amazing return for #TEDxKakumaCamp DOslhm9zyR\"\r\n',NonHS
'1203,@SkyNewsBreak Isnt it weird that car bombings in Turkey are timed just as Turkey demands Visa access to Europe a new tidal immigration mass\r\n',NonHS
'1206,Watch: Pakistani immigrant robbed a drunk Swedish man and left him to die on a subway track - Free Speech Time - 8LqF3fW75k @ISupport_Israel\r\n',NonHS
'1211,\"Israel has turned away dozens of refugees, despite urgent calls by humanitarian agencies saying their safety is at risk. They are trapped between the Israeli border and advancing regime forces with little shelter from the harsh summer weather. 0pyA8cQuxG\"\r\n',NonHS
'1212,\"Each month, we provide food vouchers to our beneficiaries. Food vouchers give refugees some independence and a feeling of control, as they can choose their own groceries. Families who receive food vouchers say that they feel more dignity, as they won\'t have to accept handouts. Z9Jh25XW9X\"\r\n',NonHS
'1213,Effects of Third World Immigration into Canada 88XqDKkoBt via @YouTube\r\n',NonHS
'1214,\"New @hrw report coming: \"\"#Bangladesh is Not My Country\"\" about #Rohingya #refugees in camps. Press conference on 6 August at 10:30 am in #Bangkok at the @FCCThai - all welcome. Details here:  eusCbiXggC 1ueY3h4bP8\"\r\n',NonHS
'1215,This is the difference between a grateful immigrant and an illegal gimmegrant! KGY96EdXNG\r\n',NonHS
'1216,\"China says cooperation with Iran \"\"justified, reasonable and lawful\"\" Cq1lOiRBuR\"\r\n',NonHS
'1217,\"From Fox News - Arizona, Texas announce plans to send National Guard members to borderTxgdOrVqcl#MoreOfThisPlease More#SecureTheBorder #StopTheInvasion #BorderSecurityIsNationalSecurity\"\r\n',NonHS
'1218,The EU should press Turkey to let all refugee aid agencies proactively and without fear of repercussions seek out Syrians blocked from registration so that they can get protection &amp; live without daily fear of deportation @HRW 9yAXWYwwS0 qjfwMzo5q4\r\n',NonHS
'1219,d0WKIw9hqF\r\n',NonHS
'1220,\"I grew up on a rough council estate back in the 70\'s, that dont make me special it makes me able to say this..LABOUR now detest the white working class and any other colour working class in favour of the immigrant vote and they should be reviled for what they have done to Britain\"\r\n',NonHS
'1225,Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record AOjreShQx3\r\n',NonHS
'1227,Poll Finds Immigration and Terror Top Issues for People Across Europe No8SrVpmAp\r\n',NonHS
'1228,Beware of the feet you step on today. They may be linked to the hand you\'ll have to shake tomorrow.  G5EEviFJK2\r\n',NonHS
'1232,\"I am an immigrant. 5 family members live in our home. I am a 44 year old female. 3 or more people in my household worked last year. I earned $5,000 last year. I work 50 hours per week. I live in AL cc\'Rep. Martha Roby. #ImmigrantsAreUS\"\r\n',NonHS
'1234,\"@BBCNews littering on the increase ? It would be nice to have some bins to put the litter in , and if there are any bins it would help to empty them frequently #bbcNews\"\r\n',NonHS
'1235,\"How can we get \"\"used\"\" to news like this? Is there any drop of compassion left outside of the humanitarian sector? When will governments and the EU be accountable for their omissions? Dark ages indeed...#migration BuwYt1Itof\"\r\n',NonHS
'1236,Very low sentences for African migrants after \'bloody gang rape\' of 13-year-old girl in Sweden QW6tFthMiQ\r\n',NonHS
'1238,\"Germany: Later, in 2002 Merkel criticises the then govt for not having a migration limit, [...] She says: “Before we have any new migration we have to first improve the integration of foreign children living in with us.�? U6T2c9pczF\"\r\n',NonHS
'1239,Two migrants die on boat left adrift by Libya coast guard: charity JhVtRHteat\r\n',NonHS
'1242,#AdultEduMatters because it plays a key role in helping immigrants gain language skills and become economically successful.     From out friends at  Chicago City Literacy Coalition’s (CCLC). 7mY64ThcEF\r\n',NonHS
'1243,\"@PersilQ @Massimo_Masini @matteosalvinimi Agree, @sebastiankurz plus all those “lightweights�? leaders of CEE region that benefit when #Salvini, Kurz, Orban, #Visegrad challenge EU migration agenda must support himðŸ‘‰but often seem afraid to directly\"\r\n',NonHS
'1245,Imagine injured migrant workers who have no family to take care of them and can\'t afford these scans. J97PWSjpNc via @smh\r\n',NonHS
'1246,\"More \"\"migrants\"\" on the way to Europe--and Trump has not slowed the refugee flow into the U.S.  What must we do to... ug5RX8r3DV\"\r\n',NonHS
'1247,@ActivePatriots Will the migrants be sent back home??\r\n',NonHS
'1248,Today\'s immigrants are tomorrow\'s Irish @IrishTimes @UNITEDWEDREAM @TourismIreland KGLUNBs26P\r\n',NonHS
'1250,German Interior Minister Slams Merkel and bans the entry of new migrants into Germany - Free Speech Time - I7LL428uzu @ISupport_Israel\r\n',NonHS
'1251,\"one of my mottos is “leave people alone�? aka leave me alone, leave vegans alone, leave the lgbtq+ community alone, leave poc alone, leave immigrant children alone, leave britney alone just mind ya business they dont have time 4 u they have their own business to worry about omgbye\"\r\n',NonHS
'1257,Immigration policies around the world need to be redone.... U06wEsujPC\r\n',NonHS
'1258,\"#impeachtrump #republican #democrat Just consider how different life would be today if Hillary had picked Bernie as her VP candidate, they would have beaten the orange king by 30 points, saving SS, the budget, immigrant children, and journalist\'s lives.\"\r\n',NonHS
'1260,Read the latest report from our team supporting #Rohingya refugees in Bangladesh: aUFIjUCUY4 1AdMgJ11OW\r\n',NonHS
'1262,Who has contact to John Kelly ?!?! I just want to let him know that he can piss off !!! Hey republicans can piss on military members and so can this immigrant military spouse ! Because... Fock You John Kelly 🖕�?�🖕�?�🖕�?� shove it up your traitors DoD arse ! MndIBkSfmK\r\n',NonHS
'1264,PgnxNhTq1T\r\n',NonHS
'1266,#Trump &amp; #Israel are seeking to erase #refugee status of 7 Millions #Palestinians.Its a #genocide &amp; this is part of #JaredKushner peace plan..#Netanyahu dictated plan Erasing #Palestinian catastrophe #Nakba #Nakba70 same like erasing #Holocaust.Never again for all &amp; for anyone xxpJHPeAAC\r\n',NonHS
'1267,There is now a UK Parliament Petition: Put pressure on Donald Trump to end the separation of migrant families.#HostileEnvironment  zbly3uWAQV\r\n',NonHS
'1268,The head of the Philippine Catholic bishops\' commission for migrants has welcomed a Kuwaiti court\'s decision to sentence the employers of a murdered Filipino maid to death. UfLAF8GVdg\r\n',NonHS
'1269,Rachel Caswell - we\'re all in the dance  Sara Caswell  Dave Stryker  Fabian Almazan  Linda May Han Oh  Johnathan Blake  We\'re All in the Dance  PSAs High Blood Pressure National Immigrant Justice Center\r\n',NonHS
'1271,This is the place that haunts my dreams. It fills me like darkness fills a room.   More at @salon: FB0JCNwx7b\r\n',NonHS
'1272,Time to go home #refugees! | Syrian refugee group returns from Lebanon | Article [AMP] | Reuters 5N0Ip8UESf\r\n',NonHS
'1273,Invaders Are Not Immigrants tOfXonq8qg   Another reality check for Americans !\r\n',NonHS
'1274,\"@TimesNow Ask ur reporters to file stories on pathetic Delhi conditions after AAP came to power.Hawkers,illegal migrants,jhugis taken over\"\r\n',NonHS
'1275,World Relief is calling on all of their supporters to raise funds from their friends and family on behalf of refugees. Become an advocate and help refugees rebuild their lives. Get started here âž_x009d_ QzFjSqWwJ8 0CbfZsnljg\r\n',NonHS
'1277,\"President and CEO of Catholic Relief Services Sean Callahan reminds us refugees need our assistance, not our fear.FeGaAVQfAU\"\r\n',NonHS
'1279,Al-Qaeda recruiting children in refugee camp MkKDyenDDv\r\n',NonHS
'1281,The Spanish seem ready for another century of Muslim occupation 7hR54Hg9gf\r\n',NonHS
'1282,\"Let me pick your brains with this concept \"\"EQUAL RIGHTS\"\".  What is that we are getting equal rights? We call equal rights being debt embedded? We call equal rights moving from kasi to cities without carrying pass? Nevertheless i carry one since i look like \"\"immigrant\"\"\"\r\n',NonHS
'1283,\"Immigrant: Piece of candy, little girl? UXDgAOtZKc\"\r\n',NonHS
'1284,\"Here are the countries that are looking after the most refugees, measured in comparison to the local population - UN @Refugees A7QRBhRQ3v 6eFRhDASDI\"\r\n',NonHS
'1285,\"Very true..my great-grandfather was killed for being a Polish immigrant. The railroad gave my great-grandmother $20, that\'s what his life was worth. She finished raising my grandmother and 6 other children by herself. 7x4tssV0KW\"\r\n',NonHS
'1289,\"@RITtigers @bangeo_brian @ISTatRIT @UN @ConversationUS This is really interesting! Thank you for sharing your expertise with refugees here in Jordan, many of whom we serve at our organization.\"\r\n',NonHS
'1290,\"#Trump Compares Immigration in Japan, Other \'Successful\' Countries To United States In TuckerÂ… qXtJgMsvIz\"\r\n',NonHS
'1291,\"Watch: Germans make human-wall to \'stop migrants\' at Czech border \"\"You\'re not welcome here\"\" - Free Speech Time - 5HgQXykDeE @ISupport_Israel\"\r\n',NonHS
'1292,\"\"\"When we are assured by seeing and knowing that they are enjoying their citizenship, then we will go back,\"\" Ali said Friday, while strolling through the crowded market of the Kutupalong refugee camp. 45MTUyGyNp #Rohingya #Myanmar\"\r\n',NonHS
'1293,Iraqi immigrant accused of shooting Colorado Springs cop remained in U.S. despite series of crimes d71SQ1vuJU via @csgazette 8Cg2rxXwRZ\r\n',NonHS
'1294,UK’s tiny number of Syrian Christian refugees sparks backlash against UN wLPR2TwOhD KBnTK3Gf88\r\n',NonHS
'1295,Victor D. Hanson: The 4 Groups that Benefit from IllegalÂ Immigration kd5TuU0W1n ISmJOJd2S4\r\n',NonHS
'1300,Disgraceful. kwkblRcmkP\r\n',NonHS
'1301,\"From Zac Goldsmith\'s vile campaign against Sadiq Khan, Boris Johnson\'s history of foul remarks about non-white people, or Theresa May\'s \'go home\' vans &amp; treatment of Windrush immigrants, the Tory Party is clearly racist to the core and doesn\'t deserve the votes of decent people.\"\r\n',NonHS
'1303,\"Watch: Migrants claim they have a right to burn property of Greek farmers \"\"It\'s our land now. We are the refugees\"\" - Free Speech Time - HXDkru180X @ISupport_Israel\"\r\n',NonHS
'1304,\"Pepsi\'s first female CEO Indra Nooyi: \"\"Being an Indian immigrant got me attention because I was often the only colored person in the room. That got me attention but I had to work harder to prove color and gender actually should not be counted against me\"\" #tictocnews Yg20cAe4Fy\"\r\n',NonHS
'1306,The Home Office left potentially hundreds of unaccompanied children in Calais with no viable legal avenues to join their families.�? @AmberRuddHR @theresa_may  So what happened? Lost? Trafficked? Sold? Where did they go? JjCttbKZKl\r\n',NonHS
'1309,Video: Spanish Coastguard rescue 135 migrants in Gibraltar strait vfpRqpwPCQ\r\n',NonHS
'1311,@SenAlexander 50k refugees would be the lowest refugee goal EVER. PLEASE help #MemphisWelcomesRefugees #RefugeesWelcome #GreaterAs1\r\n',NonHS
'1313,Miriam Dalli appointed EP rapporteur on #EU fund to manage migration flows abjOPyHGOW\r\n',NonHS
'1314,Italy\'s Voters Aren\'t Anti-Immigration—But Their Government Is 6bkvzoDnN7\r\n',NonHS
'1315,JF&amp;CS volunteers bring comfort to area’s Syrian refugees - y4aEOx4FLm\r\n',NonHS
'1316,\"How is Norway\'s welfare state sustainable? EXPORTS; oil $26 billion/yr, farms 65\% of the world\'s fish, provides hydro-electric to Denmark &amp; Sweden + strict immigration policy + 25\% sales tax + only 5 million people in the country.\"\r\n',NonHS
'1317,Colorado: Iraqi immigrant who shot cop in the head evaded deportation despite a string of crimes Kcy3QbLO5Q via @creepingsharia\r\n',NonHS
'1318,Aug 5-8  Immigrant Arts &amp; Women’s Empowerment Summit  @immigrantarts is hosting its second annual summit featuring distinguished artists and presenters from the tapestry of arts and cultural organizations that enrich our country. GMKDgDEaFV xjRRdjPvQY\r\n',NonHS
'1319,Could the migration crisis finish the EU? bE6R4qSe0b\r\n',NonHS
'1321,Kadaga appeals for more UN refugee support IujOL4r2Fy\r\n',NonHS
'1322,Stop your kids from using snap chat!... LTdzvyPgXL\r\n',NonHS
'1323,\"We all know there\'s gonna be some #MAGA nut who sees this, realizes having no uniform &amp; not showing ID has no consequences, has the idea of impersonating an ICE agent with an equally racist friend to \'deal\' with the pesky immigrant in their  area 8qs4bLkkhj\"\r\n',NonHS
'1324,WTF! 🤬 This guy Trump endorses one of the most anti-immigrant candidates in Kansas. Kobach is responsible for the papers-please law in Arizona that compelled local police to questioned people about their immigration status based on skin color. JtF2RKjYHh\r\n',NonHS
'1325,@FoxNews @EricHolder @BarackObama @WhiteHouse Someone\'s kids not yours you have to be a man to father children.\r\n',NonHS
'1327,\"CNN 8:52am NON-PROFIT ORGANIZATIONS LEAD CHARGE TO REUNITE FAMILIES. . Mario Russell Immigrant &amp; Refugee Services, Catholic Charities...\"\r\n',NonHS
'1328,\"Hear from some of the victims of Algeria\'s unlawful mass summary deportation of 1000s of migrants, many of whom are being dumped mercilessly in the scorching desert on the Niger border @HRW qXI2FmAN2G utonArNC6Y\"\r\n',NonHS
'1329,\"I agree with HuffPo: Reunite migrant kids with deported parents! NUKkarFNw9 Don\'t seperate,ship kid and parent back across the border same day !\"\r\n',NonHS
'1331,\"@MendelMendel It is more \"\"when you ARE left out of the crowd\"\". This is a real problem and language is not the only cause. It is driving well qualified citizens, legal immigrants to bankruptcy\"\r\n',NonHS
'1333,\"Always pay attention to your surroundings, it could save your life. QoP8NA1pOb\"\r\n',NonHS
'1334,\"\"\"If you\'re in the forest to collect firewood and the soldiers see you, they will rape you\"\" Horrifying stories from women in #refugee camps in #SouthSudan 5hwxxroWmy\"\r\n',NonHS
'1335,Germany to return refugees to Spain?5Q2kKksTAr\r\n',NonHS
'1343,\"Kris Kovach and Lou Barletta, cost Hazleton PA $1.4 million with their anti-immigrant, racist BS. Hazleton needed state bailout, as annual by budget was only $1 million.  Kobach cost PA, and  every town he\'s worked with. Vote #BlueWave Racism hurts everyone. yeBOMzOC0H\"\r\n',NonHS
'1344,#FreeTommyRobinson #Bluehand demand you #Brexit #SendThemBack OLhSQUW9ip\r\n',NonHS
'1345,\"@StefanMolyneux Remigration 2018:  Easy come, easy GO!!   sn5ZuuU6nvSome basic truths:  Access to White people is not a human rightc0gHvd6iMB\"\r\n',NonHS
'1346,How and why i almost became an illegal immigrant thsG18FvL6 via @YouTube\r\n',NonHS
'1348,\"We\'re looking for more interns for the fall! Join our fun (but still professional) team in resettlement, immigration legal services, education, and more. Apply today! All details can be found UX9mR1v3ax 0ZwoquJ8zB\"\r\n',NonHS
'1349,Urban refugees in South-East Asia:Y21JKNWG6R\r\n',NonHS
'1351,\"I posted 327 photos on Facebook in the album \"\"JAZBA PAKISTAN\"\" myWlXARib4\"\r\n',NonHS
'1355,\"The Republican field includes anti-immigrant and racist candidates, yet this @ElizabethHeng ad is the one that gets blocked. z3mkW5xiSS\"\r\n',NonHS
'1356,GIVEAWAY!! We\'re 11 donations away from 150 total donors for our peer-to-peer fundraising campaign designed around #worldrefugeeday Our 150th donor will receive a World Relief t-shirt. Join the campaign today and donate online at  91X12T4lJG pzei73Jg0c\r\n',NonHS
'1357,\"@StrugglingState. author of THE STRUGGLING STATE, writes about #Eritrea #Refugees for @africaarguments. SKqKOfeqEB fWE5XSa4C9\"\r\n',NonHS
'1358,Imagine that! x5OEj6gTmh\r\n',NonHS
'1360,Riot: Muslim migrants take to the streets in Italy demanding law to allow mosque building by taxpayers\' money - Free Speech Time - udn57C1R9O @ISupport_Israel\r\n',NonHS
'1362,\"After Italy blocks charities from rescuing refugees &amp; migrants and 600+ drown in just 4 weeks, it now refuses to help 450 trapped on an seaworthy wooden boat like this one lGuI0w9Jvk @MSF_Sea TejX8S2Xzm QbTyiodN4H\"\r\n',NonHS
'1363,Italy allows two migrant rescue ships to dock after other European countries offer to take them Â… Vo3YE9XoxK\r\n',NonHS
'1364,\"Muslim migrants complain \"\"Croatia is not up to our standards, we want Germany\"\" - Free Speech Time - vToIskFILt @ISupport_Israel\"\r\n',NonHS
'1366,\"Katie Hop it Hopkins you couldnt fit a dummy in your mouth its to big, open it a wee bit more and we can use it for a migrant hotel\"\r\n',NonHS
'1367,AFM carried out 29 migrant rescue operations since 2014 9OevZcJXVL 6ofKWR0jh0\r\n',NonHS
'1368,Deep State Judge Blocks Trump Administration From Ending Obama Immigrants First DACA dKagZeL3uP\r\n',NonHS
'1369,\"ðŸ‘‹Say hi to Manish. He is Director of @theIRC’s newest country programme here in Bangladesh. Here he is showing us around the huge #refugee camp at Cox’s Bazar. Over the course of just a few weeks last year, hundreds of thousands of #Rohingya people fled here from Myanmar. KFD6Cvpo2a\"\r\n',NonHS
'1371,\"You are spot on. Because, we feed large portions of the earth and have reduced poverty greatly with capitalism, there is a responsibility. We have always allowed migrants to work during the season then go back home. This prevents political takeover and welfare stressors. UdGQ294nmi\"\r\n',NonHS
'1372,\"@WillieNelson American icon, reminds us what it means to be Human. If you go to church today &amp; come home &amp; support politicians who deny refugees sanctuary, seperate families &amp; lock children in cages, then you missed the message @ church. “Do u\"\r\n',NonHS
'1374,#China invites all UN countries to use its future space station | #CBC News #UnitedNations #ChinaSpaceStation RPFH2HeRX9 AL44Iuksk6\r\n',NonHS
'1375,Dozens of African migrants storm Spanish holiday beach popular with Brits stunning naked bathers. t6dVBSCFGT\r\n',NonHS
'1376,#Irony Definition: German \'refugees welcome\' activist murdered after hitching ride with Moroccan truck driver. #migpol #svepol #unvetted #BlueWave2018 IZ0gwPzmBy\r\n',NonHS
'1377,\"Illigal 50 of a crowd from 400 refugees entered USA border at Tijuna. Trump isnt able to protect USA, he has no wall and cannot decide to kill them. V9Q93uc9iH\"\r\n',NonHS
'1378,#Bangladesh releases first list of #Rohingya #refugees for repatriation to their strife-torn home in #Myanmar WDjjLLjS8q @StephanUttom @bd_rock @ucanbd @UNmigration @IOMatUN\r\n',NonHS
'1379,Those of us who lived through the attack on the World Trade Center (WTC) can never see the Islamic threat as anything but real.  Would it have made sense to have invited the immigration of Japanese after the attack on Pearl Harbor?&amp;nbs... KCxr8ActhF\r\n',NonHS
'1381,\"The Trump administration ripped children from the arms of their parents and then failed to protect them! —&gt;  HIV-positive shelter worker sexually abused 8 immigrant boys, court docs say YntiPOcyXB\"\r\n',NonHS
'1383,spent the weekend reflecting with so many other “legal�? immigrant friend about how US immigration has always been about family separation at its core.\r\n',NonHS
'1386,* Sweden ðŸ‡¸ðŸ‡ª:  General election on September 9 may rock Brussels again. Concerns over mass immigration and rampant crime are redefining. hccQmsQ9Vl #v4 #visegrad eS6DsYiJUB\r\n',NonHS
'1388,#Philippines Catholic bishops want total ban on deployment of Filipino workers to countries that do not have laws to protect #migrants dSQgpEqV55 #ucanews #voiceforthevoiceless @ucanphilippines @cbcpnews @M_RSection\r\n',NonHS
'1389,@thetimes Brove dosent need to scare monger people are already scared of mass immigration what is needed is Cameron to say we are listening\r\n',NonHS
'1390,@CNNPolitics Protect undocumented immigrants???\r\n',NonHS
'1393,@V_of_Europe Pepper spray needs to free to women in Europe and supplied by the government. #migrants\r\n',NonHS
'1395,\"This #job might be a great fit for you: Senior Immigration Specialist (Non-Immigrant) - a8uLwOR5HT #BusinessMgmt #Durham, NC #Hiring #CareerArc\"\r\n',NonHS
'1398,Briefing by NGOs onboard the Aquarius migrant rescue ship mjoUNnyzh6\r\n',NonHS
'1400,Yes @tylercowen would be great to have a chance to chat and tell you more about @IIRGMU focus on the positive economic contributions of immigrants  @JackatCHSS @AlexNowrasteh dWDGVNS0A0\r\n',NonHS
'1401,#Spain overtakes Italy for migrant arrivals uNWw2SQ3hZ\r\n',NonHS
'1402,\"@TheEconomist The voters had to decide free. Now they will work and after one year we will see whats happen. The lefts see Nazis now evrywhere, because they loose the elections. Hopefully many refugees will deported home, this want the  voter.\"\r\n',NonHS
'1403,\"World Relief is working in Jordan to strengthen and support Syrian #refugee families through child friendly spaces, literacy programs, marriage and parenting curriculum and more! On our blog, read about the change these programs are making. âž_x009d_ 4CVC2L1hVH tHwJEP8OWk\"\r\n',NonHS
'1404,UN countries agree on pact to manage mass global migration iHnMkjEmRw IzpDd5GwUQ\r\n',NonHS
'1406,\"@rajnathsingh Best solution to bring permanent peace in Valley is to encourage migration of Sikhs,Jats&amp;Rajputs to Valley,set up business\"\r\n',NonHS
'1407,The effect of the 2015 refugee crisis on the share of attitude radicals Rm8c73odlB\r\n',NonHS
'1408,Fifty years from now I’ll be the woman being wheeled out of the nursing home scream-singing “Enter Sandman�? and “Immigrant Song�?. 🤘 TeFqBZOlwe\r\n',NonHS
'1410,Merkel: Spain and Greece prepared to take back some migrants 00i9rFm4SW\r\n',NonHS
'1412,Aid agencies warn Syrian refugees risk being forced to return home rHPNVgF3SO\r\n',NonHS
'1413,\"#channel4 â_x0081_¦@Channel4Newsâ_x0081_©  â_x0081_¦@Channel4â_x0081_© Always pushing the illegal immigrants are great guys agenda , never mention the cost or consequences  1DkwYaX6si\"\r\n',NonHS
'1415,\"National Guard deployment led to more than 10,000 arrests of illegal immigrants, says CBP 3c2Rs7JWCh   Great news...\"\r\n',NonHS
'1416,\"Refugees forced into destitution by lack of information, charities say. If it is a problem they could go home? yplFUFdErx 8ZxcuZDpLt\"\r\n',NonHS
'1417,\"By their own admission , proof beyond doubt that \"\"#Israeli\'s\"\" were recent #Europeans immigrants and never indigenous to #Palestine land. #Palestinians are #IndigenousPeoples of #Palestine.#Palestinian will keep standing for their Homeland .Support then like Gilad doing. sbLvdbjmkk\"\r\n',NonHS
'1420,\"German diplomat blames Britain for the immigrant crisis in Germany \"\"UK should take them\"\" - Free Speech Time - U74xNofIrp @ISupport_Israel\"\r\n',NonHS
'1421,\"The German Government Pays for 3 Week Vacation for Refugees to Go Home. So despite claiming their lives would be at risk if they were forced to return home, the government is paying them for a vacation to the very place they claim to be fleeing from\"\r\n',NonHS
'1423,\"@Independent_ie \'We all need to share the burden of migration\"\" NO WE DON\'T! \"\"We\"\" are a sovereign nation and people who have no obligation or burden to any migrants anywhere. YOUR job is the wishes and best interests of the Irish people. Please try not \"\r\n',NonHS
'1426,Inspiring: a Former #refugee among winners of Fields medal ‘“ the \'Nobel prize for maths\' â_x0081_¦@Refugeesâ_x0081_©  zqASmnqaML\r\n',NonHS
'1427,GOP Reps Dismayed by Rejected Immigration Bill dOjF6zSpbv\r\n',NonHS
'1428,Nikki Haley: UN can’t \'dictate\' US immigration policy ye1mxo6Zrt ZUgYOmjdfG\r\n',NonHS
'1430,Idea: Let’s fill the lake houses in NH that go unoccupied most of the year with refugees who have no home. lGn6V3voKl\r\n',NonHS
'1433,TEPCO = Subsidiary of General Electric Co. - Japan Declares Crisis As Fukushima Reactor Begins Falling Into  Ocean  A... pJjuq6NTpy via @YouTube\r\n',NonHS
'1434,Free speech is no longer free. You are only considered a BOT if you are a President Trump supporter...A 70-year-old grandmother who spends 14 hours a day tweeting hundreds of messages in support of Donald Trump. Let’s follow @MAGANinaJo WHQQpAZ96E\r\n',NonHS
'1436,LOo3qYtctYThe cash should go to Canadians - Lord knows they\'ll always be another refugee cris. Opportunistic photo - shame on you. reminds me of the ones the world savers used to distribute during Biafra. Remember that one? jXcmeBpgDf\r\n',NonHS
'1437,\"Registration Open! Our upcoming #conference #Immigrants and Community Colleges: Opportunities and Promise will be held Friday, April 13th at #GMU Fairfax campus. Visit wV79iO8kws   for more info  @NOVAChamber @NOVA_Prez @NOVAcommcollege @NoVaTechCouncil @novapbs mOxvuIAlNr\"\r\n',NonHS
'1439,Diane Abbott: Labour would close two immigration detention centres and prevent private contractors from running the others - BBC News - WsqeBN1BwU\r\n',NonHS
'1440,Each second citizien in Germany think Merkel should retire. voDhNcU4hF\r\n',NonHS
'1441,@UNrefugees Aussies first. Refugees are best kept closer to compatibles and their homes to where they can return after conflict. Bringing one refugee to Australia deprives 9 other refugees of aforementioned safety.\r\n',NonHS
'1442,\"#Trump: Angela Merkel \'Was A Superstar,\' She\'s \'Been Very Badly Hurt\' By Immigration iSJCXaLw6i\"\r\n',NonHS
'1443,‘žWestern/Eastern Europe difference in approach to migration comes from Eastern lack of colonial pastand associated sense of guilt�?:@Historionome pjYhSc1vGl\r\n',NonHS
'1446,Maldivians\' visit for health and education services as well as weekend travel and residency is putting strain on #SriLanka BvxsKpjuIj #ucanews #thereforthevoiceless #migrants #health #education #Maldives  @Dailymirror_SL @MaithripalaS @RaajjeNews @MDVembLanka\r\n',NonHS
'1447,\"African migrants are painting their faces white to stop Israel from deporting them.Write to the @DIRCO_ZA , @MYANC and @CyrilRamaphosa  and urge them to intervene immediately and to shut down the Israeli Embassy in South Africa immediately! #BlackLivesMatter zT6DQS95Sx\"\r\n',NonHS
