@relation 'C__Users_jeimy_OneDrive_School_Classes_CAP4770 Data Mining_DM Project_Project Data'

@attribute text string
@attribute @@class@@ {HS,NonHS}

@data
'9028,if you got an attitude...I\'m gonna just choke you & devour your pussy\r\n',HS
'9029,@LolasFav Yo honestly you pussy !\r\n',HS
'9034,\"Females-*you need to respect women more and stop calling us hoes*Lil pump-*you such a fucking hoe, I love it*Females- *that new Kanye and lil pump song is my shit*\"\r\n',HS
'9037,\"@AnnCoulter @DonaldJTrumpJr If anyone would know about hysterical women, it would be you btch\"\r\n',HS
'9040,@penate_eliseo @ayersmariahh So its ok for a man to put his hands on a women... stfu. We know how your bitch living. Smh\r\n',HS
'9041,@CassandraRules @AndrewWK @Dancingmanfound Omg hysterical you posted this since I was watching how 10 random people became famous on YouTube & look who it is!!!! You & Dancing man!\r\n',HS
'9042,So I\'m working but a friend of mine is telling me that Corey Booker and Kamala harris are fighting for who is the more hysterical woman in the #KavanaughHearings is that true?#Kavanaugh #KavanaughConfirmation\r\n',HS
'9044,@KatiePavlich They are the two most Hysterical women in the room\r\n',HS
'9046,\"@artbychristinem @AnnCoulter A HYSTERICAL woman. Not just woman. And, she didnt say he won.\"\r\n',HS
'9048,\"Dont you realize youre only making my cock harder with your constant whining, you stupid little bitch? God, your pussy feels so tight when I choke you. I think I might just fill your pussy up right now so you never forget about this day.\"\r\n',HS
'9050,\"@FoxNews @DouglasESchoen @CoryBooker @FoxNewsOpinion Hirono, Booker & Harris competing for \'Most Hysterical Woman\' at the Kavanaugh hearings\"\r\n',HS
'9051,\"@Complex Ok people say Em aint good anymore, yet this shit gets a pass? So much content in this..youre such a fucking hoe, I love it...suck my dick bitch wow...groundbreaking material looking like Roblox characters #pass\"\r\n',HS
'9056,My Mather is a slut bitch\r\n',HS
'9059,@AnnCoulter @DonaldJTrumpJr And you have won SKANK OF THE YEAR\r\n',HS
'9062,@sana_____0 Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!\r\n',HS
'9063,shut the fuck up bitch dont speak on my country or my people\r\n',HS
'9064,\"@BenSasse @NicolleDWallace He really said this? He loves to blather empty platitudes in front of the camera. And the hysterical women comments? Empty suit. Not buying his Aw, Schucks persona. Right up there with Golly Jeez Gorsuch.\"\r\n',HS
'9067,Train to Become a #feminized 2-Hole Whore like @faptumi: #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #\r\n',HS
'9068,Shut the fuck up pls\r\n',HS
'9071,@NYMag I\'d like to see a sitcom or talk-host show with @DebraMessing @RealJamesWoods and @SusanSarandon ! You could call it STFU.\r\n',HS
'9072,@NiccoMontano @pokipokiabq Relinquish the belt you pussy\r\n',HS
'9073,Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing\r\n',HS
'9075,\"@SenKamalaHarris @maddow Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.\"\r\n',HS
'9078,I Wanna Rape You Not Fuck You . Bitch Take My Sex & Stfu\r\n',HS
'9081,can\'t decide which is the most hysterical woman between you and Booker - the batshit crazy is strong in both of you. Taking lessons from old Pelosi?\r\n',HS
'9082,@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?\r\n',HS
'9084,\"@suma_surendran Wooow nace pic,, is bien you pussy\"\r\n',HS
'9085,I just dont get why she has to dress like a fucking hoe to impress a guy or mostly all guys like tf bitch\r\n',HS
'9086,\"@nhandss_ Bitch stfu i talk to u everyday u the one who forget yo place, HOE\"\r\n',HS
'9088,\"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.\"\r\n',HS
'9092,\"@MissSarah_Jay This is not a concern which is based on any statistical evidence or fact. If we want to discourage men from raping women, maybe actually seriously prosecute them. Because even if you could stop men from pretending to be women to rape women -- that\'s not how most rape happens!\"\r\n',HS
'9097,I wish u would stfu guilty hoe\r\n',HS
'9098,Yall STAY making post about the LGBT community. You quoted my tweet and started bitching like the insecure little brat you are shut the fuck up and go cry to your mommy. I dont give a fuck about what you have to say.\r\n',HS
'9101,You fucking bitch hoe\r\n',HS
'9103,(1) @DebraMessing < STFU These women put their babies in harms way &Subject them 2 rape &more by the coyotes who they pay 2 bring them here.\r\n',HS
'9107,@ali_nicole_frye I mean. SHES FUCKIN TRASH. I told you this skank bitch is a skank bitch.\r\n',HS
'9109,\"\"\"Fucking clueless woman should stay in the kitchen and not ruin a good man\'s name.\"\" - A United fan after reading this, probably\"\r\n',HS
'9110,\"@_EraX_ da fuck, you said if someone calls you hot 1 more time , you are gonna suck their dick, so do it you pussy, don\'t back off now\"\r\n',HS
'9116,@AnnCoulter @DonaldJTrumpJr You need to crawl back under your are the hysterical woman.\r\n',HS
'9117,I\'m not sure who is the most hysterical woman at the #KavanaughHearings: Kamala Harris or Cory Booker.\r\n',HS
'9118,more worried about your skank ass girlfriend than your own kids i see your true priorities\r\n',HS
'9119,@TomiLahren You\'re a fucking skank!\r\n',HS
'9120,\"@BlackInkChi @VH1 Lily doesnt know the meaning of Loyal. Shes a hothead alcoholic, mad cuz Jr dismissed her, So she runnin to kiss Ryan Ass! Bye Felicia, & take that skank ass Art thief that YOU hired Out the fuck as well!\"\r\n',HS
'9124,@HillaryClinton And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES\r\n',HS
'9130,\"@KeelieSturm @CBCNews Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you pussy.\"\r\n',HS
'9133,@LindaSuhler It wasnt a mistake-it is a more than appropriate and accurate description of those hysterical women.\r\n',HS
'9135,You don\'t have to explain why because a dishwasher the right to speak. Stay in the kitchen\r\n',HS
'9137,I will always love you & Ken though @LisaVanderpump I really admire you & feel like a mother tiger with you! I could of jumped through the TV when that skank slapped your face! That upset me! A lot!!!\r\n',HS
'9139,\"Last RT is brilliant someone had replied onto a thread of Claire saying they didn\'t like \"\"tv claire\"\" an that she needs to stay in the kitchen to cook for Jamie. Stfu bitch.\"\r\n',HS
'9141,\"Emily Does vagina had dirt, gravel and pine needles in it after Brock turned raped her while she laid unconscious on the ground. You dont want women to prove they were raped, you want them to accept it and shut the fuck up.\"\r\n',HS
'9142,\"\"\"@ajamubaraka Never mind the contempt that the DNC has for its base, giving the nomination to Hillary instead of Bernie, and the contempt Hillary has for the masses calling them \"\"\"\"deplorable\"\"\"\" and claiming women are stupid and voted how their husbands told t\"\"\"\r\n',HS
'9147,@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!\r\n',HS
'9155,@StormyDaniels Going to take a lot more than a skank like you! #wearethestorm\r\n',HS
'9156,FUCKING SHUT ME UP BITCH FUCK U U AINT SHIT CUNT FAGGIT BITCH\r\n',HS
'9158,\"Ann, actually glad @CoryBooker willing to give up seat to release confidential e-mailsThis will open up floodgates to release Tarmac Bill & Killary Clinton emails@AnnCoulter \"\"#CoryBooker & #KamalaHarris competing for Most Hysterical Woman at Kavanaugh hearings\"\"#MAGA #qanon\"\r\n',HS
'9165,@tgirlmiller @realDonaldTrump Are you just upset that nobody is grabbing your skank pussy since trumps election is over. Youre an ugly gross old hag and youre also a racist pig and I hope all your children are black\r\n',HS
'9167,@kaykaymaraj Lmao SKANK BITCH IM TELLIN MY MOMMA\r\n',HS
'9168,@Sofiasweetiez @JAYDOUSE Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep\r\n',HS
'9170,\"@keansburgirl67 @collectdust Nah, the only worthless skank here is you. Good job outing yourself.\"\r\n',HS
'9171,nbs stfu hoe ik bout you\r\n',HS
'9174,Yes Brooke! Give that bitch the hell she deserves. I knew it would take her to slap that skank down. #BoldandBeautiful\r\n',HS
'9175,@GOPChairwoman @TWIGGY4065 I know. Booker and Kamala Harris were vying for most hysterical woman at the hearing but were drowned out by the paid harpies being arrested.\r\n',HS
'9177,\"@DogginTrump The whore bitch spoke! STFU Melania, Melanie , whatever your name is\"\r\n',HS
'9178,\"@AnnCoulter But if the shoe was on the other foot, we\'d know who would be the most hysterical woman in the room.\"\r\n',HS
'9179,Ladies want a task for your to do list today? quit talkin to scared lil bitch ass dudes... Some of y\'all need to respect yourself enough to tell them to figure shit out & either man up or stfu. Real women ain\'t got time for that shit! #realtalk -Cardi B\r\n',HS
'9181,@onnyssaaa well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe\r\n',HS
'9182,Once a stripper always a skank an a ( Y ) a hole!!\r\n',HS
'9183,One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid bitch and a fucking hoe everytime I see them\r\n',HS
'9185,@DaddyDaddymac @_QueenofStaves @FLOTUS @FLOTUS You\'re a SKANK .....Leave our house and country. Take your corrupt parents with you. You\'re all cheap white trash!!!\r\n',HS
'9186,Money can\'t buy you happiness but it can buy you pussy\r\n',HS
'9189,@kimguilfoyle Does it bother you that Jrs kids look at you and think. So thats the skank who had daddys dick in his mouth while he was married to mommy. She is disgusting. You know they think it.\r\n',HS
'9192,@CliffShep @MiaFarrow @realDonaldTrump Shut the fuck up cunt if you actually like Donald trump than you can suck a dick. He is terrible and you are blinded just because of his MONEY!! people dont like cunts bitch\r\n',HS
'9193,\"Happy Birthday you stupid fucking bitch. I hope you slip and break ya neck, hoe. Grown to love yo lame ass. @alvkxrd\"\r\n',HS
'9195,\"Both are dopes, who cares who wins the \"\"Most Hysterical Women\"\" award? Give it both they both worked hard for it and they both deserve it.\"\r\n',HS
'9198,@amaziah_filani What a fucking cunt I hate seeing kids getting neglected and used as parents experiment. So fucking sad. I tell you if I ever saw this whore Id definitely hurt her.\r\n',HS
'204,NY Times: \'Nearly All White\' States Pose \'an Array of Problems\' for Immigrants ACZKLhdMV9 CJAlSXCzR6\r\n',NonHS
'205,\"Orban in Brussels: European leaders are ignoring the will of the people, they do not want migrants NeYFyqvYlX\"\r\n',NonHS
'207,\"@RitaPanahi @826Maureen @RealCandaceO Antifa are just a pack of druggie misfits that no one loves, being the violent thugs they are is their cry for attention and their hit of self importance.#JuvenileDelinquents\"\r\n',NonHS
'208,Ex-Teacher Pleads Not guilty To Rape Charges D2mGu3VT5G\r\n',NonHS
'209,still places on our Bengali (Sylheti) class! it\'s London\'s 2nd language! know anyone interested @SBSisters @refugeecouncil @DocsNotCops sOx6shjvMx\r\n',NonHS
'210,DFID Africa Regional Profile: July 2018 npfZCriW0w\r\n',NonHS
'211,Watch: Benjamin Netanyahu backs Trump\'s decision to cut aid to the Palestinians and UNRWA - Free Speech Time - SB843Zf0IF @ISupport_Israel\r\n',NonHS
'213,\"While Costa Rica has received the most asylum claims, Panama, Mexico and the USA have also recorded a growing trend of claims by Nicaraguans in need of international refugee protection. pp7LgFikT1\"\r\n',NonHS
'214,\"US immigrant policy to enter US has always been - education or skill &amp; sponsor to take responsibility 4 them. In last 30 yrs, US has taken in so many with no education or means to support themselves - many never learn English. With Catch &amp; Release too many go on welfare-\"\r\n',NonHS
'215,\"Italy’s populist coalition poised to defy EU with plans to deport 500,000 migrants dNxnranpM6\"\r\n',NonHS
'219,New research uncovers successes and failures of UK’s help for Syrian immigrants XCgX2mLVN9\r\n',NonHS
'220,Immigration why us 2 Million EU Migrants allowed and their families also more money leaving the EU no thats to pay for their passage to get to the Uk...\r\n',NonHS
'221,@NBCNews @MSNBC @jacobsoboroff @DatelineNBC Close the tunnels with gunpowder !\r\n',NonHS
'222,Hitler left a stain on Germany for the atrocities he committed against the Jews.  Trump will leave a stain on America for the atrocities he\'s commiting against these immigrant families.  I only hope there is a reenactment of the Nuremberg Trials at the end of his reign. #Inhumane oZoPGNiFaE\r\n',NonHS
'223,\"Over the past two weeks, 1,172 refugees arrived in the US. 8,044 have arrived in FY18, but we are nearly 10,000 behind schedule. We will continue to stand for the vulnerable! #refugeeswelcome rYCWCz3iBt\"\r\n',NonHS
'224,Church leaders determine to ease #economic problems at the heart of #humantrafficking plaguing #Indonesia DT60zpnlVd @ucanindonesia @UNmigration @ryandagur\r\n',NonHS
'225,And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason YBuCPtPp7e\r\n',NonHS
'227,\"It is a cruel irony that sikhs often **look** more exotic to American eyes, even though they tend to be among the most deeply assimilated of immigrant groups. of course the people they\'re mistaken for also don\'t deserve to be attacked. 57NitaFqce\"\r\n',NonHS
'229,Could you open up your home to refugees in need? 0F2rzmYCSw\r\n',NonHS
'231,Activists chained to Italian transport ministry to protest immigration policy dLCCKcCgud\r\n',NonHS
'232,\"Spain: migrants riot to protest against the slow WIFI, the uncomfortable bed and the disgusting food In the shelter - Free Speech Time - APCZjuflhw @ISupport_Israel\"\r\n',NonHS
'233,\"Please listen to a Syrian refugee now in Germany.  He asks that people around the world demand that the annihilation of women and children, deliberate attacks on hospitals and medial people and the mass bombings be tried as the crimes they truly are. wkgRDvxRlN\"\r\n',NonHS
'235,\"Federal judge to #Trump: \"\"imminent danger\"\" of \"\"irreparable injury to #refugees, visa-holders\"\", etc. @realDonaldTrump W9lEjzbtBF\"\r\n',NonHS
'237,Border Ranchers Shock MSNBC With Facts On Illegal Immigration v3YTvUAabS via @dailycaller\r\n',NonHS
'238,\"Texas has \'moral responsibility\' to protect detained immigrant kids, Hispanic lawmakers say  Yes, and so do other 49 other jurisdictions in as many States of the Union - each having state laws against child abuse. ZUsLPZNwPM\"\r\n',NonHS
'240,Illegal alien charged with murder of homeless woman in New York City: j9vjkuiI6K  #StopTheInvasion\r\n',NonHS
'242,EU is more worried about \'populism\' than about tens of thousands of migrants reaching Spain ZGWGh76AvE\r\n',NonHS
'244,\"While @realDonaldTrump attacks our state’s immigrants, @BruceRauner has dragged his feet on signing critical legislation to protect our immigrant community, including:  ☑�? SB 34 ☑�? SB 35 ☑�? SB 3103 ☑�? SB 3109 ☑�? SB 3488  #ilgov #twill AyWuAZwNEf\"\r\n',NonHS
'245,Rescued migrants arrive in Pozzallo as Italy grants approval to dock rqcLQ9uyhk\r\n',NonHS
'248,\"A legal immigrant leaves the US because her visa has not been renewed yet, and tons of people give her shit because of her stance against illegal immigration. Cuz Logic!!! @Barbara4u2 Stay awesome, stay positive, we all love you. G2rTs0O3hw\"\r\n',NonHS
'249,Italian bishop warns that Europe must avoid “fear and xenophobia�? and welcome Muslim migrants e5iawmYeAz via @jihadwatchRS Another Christion moron with a death wish. 4OwEEIRJbq\r\n',NonHS
'251,\"The establishment of Europe has a court of humanrights. This court allows crimerefugees to stay forever in Europe. They will not send back in her homeland. So this court has a responsibility for a mulricriminal society in future, one says. Q2R5OKABGj\"\r\n',NonHS
'252,\"Dear @KingJames Thank you for giving back. As a son of an immigrant who came to the US with16¢ in his pocket, thank you for giving opportunity. I am one of your biggest fans, not because of your athletic prowess, but from your commitment that EDUCATION is the ultimate equalizer. K8aAV6Cqhq\"\r\n',NonHS
'253,The plight of #Rohingya represents the present and the future of not just for #Myanmar but for much of South and #SoutheastAsia 1JMvl4m5S9 @SC_Humanitarian @save_children @MSF @UnicefAsiaPac @UNmigration @theIRC @HRWBurma @rohingyablogger @FortifyRights @OpRohingya\r\n',NonHS
'254,We are no longer alone: Italian Prime Minister hails #EU migrant distribution a success Tk6LMEPB7f\r\n',NonHS
'255,\"Lisdoonvarna, a village earmarked for replacement. Along with a growing number of other towns and cities right across Ireland. Listen to Irish (FG) Minister for \'Equality, Immigration and... 1IdSAUwiyM\"\r\n',NonHS
'257,US Supreme Court Upholds Donald Trump\'s Immigration Travel Ban (for now) R74RVk96DN via @YouTube\r\n',NonHS
'258,Worker charged with sexually molesting eight children at immigrant shelter w3eLVGJcUi #sasc #colga #speakup #speakout\r\n',NonHS
'259,Guatemalan mother separated from her 7-year-old daughter waits DbVk2EYt9A\r\n',NonHS
'260,\"Instead of making Illinois a welcoming state, @BruceRauner has turned his back on our immigrant communities and has a series of bills sitting on his desk #ilgov #twill NtZNnPkNrm\"\r\n',NonHS
'263,The new anti-migrant national consensus ktZ1Jg59H5\r\n',NonHS
'265,Right on.  lT9NGugnfe\r\n',NonHS
'266,\"I have an immigrant mentality, which is that the job can be taken away at any time, so make sure you earn it every day,�?   How  Pepsi’s Indra Nooyi Learned To Be A CEO tgGKsLYJEe\"\r\n',NonHS
'267,\"Join @survivepunish for a teach-in about surviving violence, ICE and the experiences of criminalized immigrant survivors this Thursday in SF zeTEn27F73 M3UKVv0j55\"\r\n',NonHS
'268,Polish Prime Minister Mateusz Morawiecki insisted that Poland would push  against any discussion on refugee relocations as part of the EU’s  migration politics.AkuP6sjzfK\r\n',NonHS
'271,\"Refugees don\'t choose to be refugees. By definition, refugees have been forced to leave their home country because their lives or safety were threatened.Learn more about refugees by downloading our free e-book \"\"8 Things You Should Know About Refugees\"\" âž_x009d_ 7FgO8dFr2e IVxoYMn5KM\"\r\n',NonHS
'272,Rally To Support Detained Pizza-Worker Immigrant 0Yd09XlBtK\r\n',NonHS
'274,actually both Milo and Alex have a friend in the White House- so ain\'t nobody \'\'come\' for them- unlike say muslims ot immigrant chilfren uqnZ8oRJ97\r\n',NonHS
'277,\"@Jeremy_Hunt @RoyalAirForce Germans are OK, like the rest of Western Europe, the immigration problem came from the East (Romania) The are partly responsible for the no vote, also the EU being unelected can hardly claim to represent any European nation..\"\r\n',NonHS
'278,\"Maninder: How I felt, when Immigration New Zealand said \"\"NO\"\" to me!: T5oGG0I9Cy via @YouTube\"\r\n',NonHS
'279,\"\"\"Failing to integrate refugee children risks devastating consequences: Children and youth who are out of school and unemployed are more susceptible to crime, exploitation, abuse and possibly radicalization.\"\" lnwe7uv6Cz\"\r\n',NonHS
'281,\"What a way to damage LasVegas, such stupidity!! MGM turns to never-tested law to sue Vegas shooting victims   zgtqpu2xt5\"\r\n',NonHS
'283,\"Russia did it!  Russia di....  Wait, what?  Big scary Russia is helping people go home without being detained etc? CmBZXrKPNV\"\r\n',NonHS
'285,PolitiFact Florida: Bill Nelson claims detained immigrant parents charged $8/minute to call their children. He is such a phony he makes me sick   roQoY8rPAB  Shared from my Google feed\r\n',NonHS
'287,As usual the media is giving two sides: a Republican side and a Democrat side on immigration. There are other views by why bother offering those up. How about we allow supply and demand for labor  decide how many cross and let Econ 101 supply and demand decide?\r\n',NonHS
'288,\"Netherlands: 1,400 girls per year become sex slaves to ‘˜migrant background’ men | Cape Fear Caller 8w23fYwIVr via @TraddyCath\"\r\n',NonHS
'289,Books to Help Kids Understand What It’s Like to Be a #Refugee 4qybPV8rj1 #WithRefugees @tyrusmaina @Refugees @refugeeaffairs @UNHCR_Kenya @RCKDirector @imaana102\r\n',NonHS
'290,Russian meddling in Syrian refugee repatriation:nCjMUFCJc0\r\n',NonHS
'292,\"“Every nation, tribe, and tongue�? still applies when they’re on your doorstep instead of you being on theirs. So many have refused to “Go�? that God started to bring them to us. An anti-immigrant attitude and mindset is anti-God and His will, period.\"\r\n',NonHS
'293,\"People say, \"\"Why didn\'t this or that immigrant for Central or South America apply the proper way and keep up with forms?\"\"  For decades immigration has discriminated against people of color from Central and South America.\"\r\n',NonHS
'294,\"Mandy Manning, one of World Relief\'s friends and partners @WRSpokane, has just been named 2018 National Teacher of the Year for her work with #refugee and #immigrant students. Read more of her incredible story. âž_x009d_ UaolUHZDAc 97AcbCtMTT\"\r\n',NonHS
'295,Starting Now on Pittsfield ETV: BCC Presents: Access Higher Ed: \'Berkshire Immigrant Stories\'\r\n',NonHS
'298,\"Canada using DNA testing, ancestry websites to investigate migrants9Ln2ZrqYAZAs far as Im concerned, those that entered undocumented / illegally gave up any right to privacy. zLrJzK4GwT\"\r\n',NonHS
'300,Immigrant Health Workers in the UK wzXNfyAMH3 mVaZ0ZCaVE\r\n',NonHS
'301,Don\'t mess with these migrant dads #SkimmLife swVmkTlFRz via @theSkimm\r\n',NonHS
'304,What a wonderful woman! This is the kind of immigrant we need here! 💕🇺🇸🇺🇸🇺🇸💪�?� L6i1hjN30j\r\n',NonHS
'305,Continued &amp; Sustained damage 2 the Tories! ueBPtdrLVx\r\n',NonHS
'306,\"Texas -v- DACA Draws Federal Judge Andrew Hanen, Big Trouble Looms For ImmigrationÂ Activists‘¦ n0aTMQzH7x apheHOzisW\"\r\n',NonHS
'310,\"Know Your Rights, Defend Your Rights! Come join a training that focuses on building sustainable community resistance against the increased violence against communities of color &amp; immigrant communities. Aug. 8-9. 10am-4pm. Open to all. Sign up is below! z9ZAMQVm8X Q3PaATirPq\"\r\n',NonHS
'311,US Army Quietly Discharging Immigrant Recruits HSmzX9wGiz\r\n',NonHS
'312,\"Libya let #Europe-bound migrants die in Mediterranean, rescue group says t7VzOax8Ye\"\r\n',NonHS
'315,I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room 👋�?�\r\n',NonHS
'316,\"This little boy blew his shofar to welcome the new immigrants arrive home in Israel. Arriving from the US, Russia, France, Argentina and Brazil! WATCH the story here: t1LpCt185R #ShabbatShalom 8w6QEqOL61\"\r\n',NonHS
'318,Most ‘˜refugees’ actually come from ‘˜normal’ circumstances  #America #UnitedNations... zX5Uz7aje2 btDlmKz9Pl\r\n',NonHS
'320,He started this hashtag because there\'s a certain type of immigrant to Germany he doesn\'t like and wants to humiliate. We @CamburgBahnhof are in that group. RT if you think we should be able to stay and finish our Bahnhof renovation. Danke! #neogermans tzq0qfnqT8\r\n',NonHS
'321,Funny Trump hasn’t had any trouble getting visas for his immigrant labor at his clubs TXSAupYYx6\r\n',NonHS
'323,The issue of #humantrafficking came back to the forefront following death of #Indonesian maid in #Malaysia ZOeBmjDzlE @roskarel @ucanindonesia @jakpost @M_RSection @UNmigration\r\n',NonHS
'324,Uber has become racist organization. If you are an immigrant they deactivate your account even if you are a five star driver with over 2000 plus star claiming reports that is unfounded. No warning just like that.\r\n',NonHS
'325,These are Canadian refugees rzASmgFGJn\r\n',NonHS
'327,\"Let’s talk about immigrants fighting fires - not starting them: T8WJbkBWjA (photo: Marcus Yan, Los Angeles Times) jcLg42tuIg\"\r\n',NonHS
'328,\"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?\"\r\n',NonHS
'329,@ChenGonSol @phoenixkhost @phillycustoms So kids of illegal immigration being put in temporary detention centres (which they are put there so they don’t have to go to a full on prison with their parents) = authoritarianism? Surprise: if you cross into a\r\n',NonHS
'331,Austria holds drill to simulate repelling illegal migrants at border b62mCw6eB6\r\n',NonHS
'332,A new trend has started Everybody is collecting money for Syrian refugees without any control of govt agencies... yGJjEA9Ld3\r\n',NonHS
'333,#Philippines backs \'long-overdue\' UN migration pact #UnitedStates #UnitedNations RtsbEOYjB0 s1dccQuJKe\r\n',NonHS
'335,#ICE #IllegalAliens #Border #Immigration #BringBackOurBorders#Oakland Mayor #LibbySchaaf warned everyone in... aNBFsenKui\r\n',NonHS
'337,\"New @guardian story by @susborne on #HostileEnvironment in homes, NHS, schools, unis&amp;more. X0lcYqOFUJ  Here\'s a film &amp; links to our research on this since 2013 #GoHomeVan 9ZuyL5uOMt  You can download our @ManchesterUP book here: uvIECMJoDc fbr6w7fVMf\"\r\n',NonHS
'338,\"Why isn\'t Ann Coulter worried about losing credibility for saying something like \"\"the immigrant kids being shown in cages are child actors\"\"? by Jim Henley 3X73QUtXnT\"\r\n',NonHS
'340,Compromise in migration dispute that threatened Merkel\'s govt Gej78IGbz3\r\n',NonHS
'341,I guess the Koch brothers funded racist Tea Party marches are no longer needed! Republicans ruin the economy &amp; press Democrats to fix the economy! Obama was OBSTRUCTED by Republicans! No help! #SendThemHome! #DontBooVOTE C8fGUY184c\r\n',NonHS
'342,I\'ve pledged to make sure my surgery is a safe space free from the #hostileenvironment. I\'m an MP not a border guard X5RPvm5SJY @GlobalJusticeUK @migrantsorg tVioaJm12v\r\n',NonHS
'343,Aquarius boat to resume migrant rescue mission dzN7a0NK1L\r\n',NonHS
'344,\"Max Mosely son of Fascist Leader Sir Oswald Mosely   Firstly, seems common practice to get knighted for being a Fascist in Britain  Second, he’s given an awful lot of funding to Tom Watson FURfyShRJi\"\r\n',NonHS
'348,@SocialPowerOne1 Not our problem #sendthemhome\r\n',NonHS
'352,Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune AXXfEhCEmz\r\n',NonHS
'354,Apparently the Dutch Red Cross is trying to raise funds for the repatriation of Syrian refugees. Which seems both premature and irresponsible. ui1yylu0eG\r\n',NonHS
'356,\"Spain\'s overwhelmed coastguard says it can\'t cope with migrant influx, as 700 rescued in oneÂ… 1dx6usc6yb\"\r\n',NonHS
'357,\"Fox Scumbag Laura Ingraham claims Trump is protecting immigrant children from their drug abusing, child trafficking parents  Read Story: 9RPrxjNeiy   #ImpeachTrump #Resist #VoteBlue #GOPScum #FoxLies MCCO9UbZxO\"\r\n',NonHS
'359,The Pope is exposed for his direct involvement in Italy’s migrant crisis ‘“ Leo Zagami J0kgKKgAQs\r\n',NonHS
'361,The government filed paperwork with the judge saying that the ACLU and its clients should bear much of the responsibility for finding deported parents in Central America. 4g9tAfkLmg\r\n',NonHS
'364,\"“Be fearless, be kind, get to know your neighbors.�? This is what Mandy Manning, 2018 National Teacher of the Year and friend of @WRSpokane, teaches her #refugee and #immigrant students. Read her story âž_x009d_ UaolUHZDAc qM5oy6iXRP\"\r\n',NonHS
'365,These are the stakes. This is what\'s happening to immigrants who Trump is targeting.   It is not an exaggeration to say that Trump\'s detention and deportation machine is a life-or-death issue for immigrant families.   #FamiliesBelongTogether   uh4BmkIRbO\r\n',NonHS
'369,\"No Christians among 1,112 Syrian refugees resettled in #UK Z7Vlq83DBg\"\r\n',NonHS
'370,Labor migrants transfer almost $ 10 billion a year to Ukraine sVUPqDoH2q\r\n',NonHS
'371,sharia Law Tessa is that not tony Blair\'s wife   no y do you let islam law into the country stupid woman with stupid promises she cant keep\r\n',NonHS
'374,#Libya : humanitarian repatriation after 164 #illegal_migrants asked to go back to their home countries.â†’  H77Po9cW1U vHDxwGvgpP\r\n',NonHS
'376,PALLYWOOD* IN THE AEGEAN? Caught in the act: Film crew staging fake Muslim migrant drownings at sea on the Greek island of Crete xmo6aLWLgh via @barenakedislam Fake news...\r\n',NonHS
'378,The chances that #Rohingya refugees may benefit from parliament\'s shake up are still slim veUcIqF6TQ #ucanews #voiceforthevoiceless #refugees #SocialJustice #Myanmar #AungSanSuuKyi @MyMissionReview @OfficialSuuKyi @UNDP_Myanmar @VoiceRohingya @bbcburmese @MizzimaNews\r\n',NonHS
'379,\"@DrARWN We need a moratorium on all immigration, legal or otherwise, esp from non-European countries\"\r\n',NonHS
'380,True @smritiiraniFor @RahulGandhi#women#Dalits#Muslims#IllegalImmigrantsAll just only vote banks #votebank YRUDnSWTyq\r\n',NonHS
'381,Immigrant youth are #HereToStay! ✊�?�   KyeBdGixba\r\n',NonHS
'382,Passion. Place. &amp; Purpose - Sat 15 Sept 2018 - BOOK NOW vw4XSunrcq Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation xuGMEL5fZo\r\n',NonHS
'383,Build the WALL!                    Undocumented immigrant arrested in connection with rape of 11-year-old girl:i5zGw9VKGe\r\n',NonHS
'385,\"If this is implemented well, could be good news for Philadelphians. Ra5CndDjbH\"\r\n',NonHS
